© 2000-2023 QIAGEN. All rights reserved.

Upstream Regulators	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
ethidium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SEC24A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC30A7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mia2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-577 (miRNAs w/seed AGAUAAA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyrrolidonecarboxylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-keto-beta-methylvaleric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGO1-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Congo Red	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
intralipid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SS18-SSX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-425	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YBX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEUROG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TP53RK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
picropodophyllin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAMTS9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GCLC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LAMTOR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oxazepam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,2-dihydroxy-epoxy-1,2,3,4-tetrahydro-5-methylchrysene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHMP2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YY2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
apamin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAM9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHPN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3,5-diiodothyronine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gamma-secretase inhibitor XX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HNRNPH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
opioid receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BHLHA15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
histidinol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OSMI-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SYT7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NACHR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFITM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCD5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
arsenic trichloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JOT01006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BPDE-II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
piR-31143	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZC3H10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FZD5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MKC-3946	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CBFB-MYH11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBXO31	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRSF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-carnitine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
venetoclax	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DACH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PROK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
elesclomol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PGRMC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GFRA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTPMT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MFN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UFC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETV1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UCP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Rbfox3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBBP8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MC55w21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hmgn2 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-aminopyrazolo(3,4-d)pyrimidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NRG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDG2-cRGD-5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KCNJ10	N/A	N/A	N/A	N/A	N/A	0.0	N/A	N/A
HIVEP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MED24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CFL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PFDN4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MSI2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
[D-Ala2,N-Me-Phe4,Gly5-ol]-Enkephalin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UQCC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ceftriaxone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
butenafine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NELFE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ulipristal acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS4Y1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CIB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Rp-8-Br-cGMPS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CIB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cd33	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MHC II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H1-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mmp	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MDC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TKT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AHNAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNASEH2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-411-3p (and other miRNAs w/seed AUGUAAC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KCNN4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
parsatuzumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CBS/LOC102724560	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(+)-terpinen-4-ol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
G-Actin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mir23a/b/c	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IBTK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
potassium channel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triacylglycerol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
procyanidin B2-3'-O-gallate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PYY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sodium chlorate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VDAC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STRA8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGCB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POLRMT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CERS5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tacedinaline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCAR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUP98-KMT2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DOHH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-322	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CEL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBL5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Go6983	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-411-5p (and other miRNAs w/seed AGUAGAC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RND2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BLNK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRGN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMPO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nor-binaltorphimine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GALNT4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E4F1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEUROD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCND2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
etidronic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-654	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBM39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Nisch	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SAMM50	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
copper	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E-c-HDMAPP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
veratridine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pemafibrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMC1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Timp	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SSTR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIN001-043	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MKX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phloroglucinol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-135a mimic	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFAIP8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MEF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sanguinarine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PINK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-506	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HELLS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KAT6A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
coumestrol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7beta-hydroxycholesterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGD5-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
marinobufagenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPPC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CP-55940	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WSB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
buserelin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MPT0E028	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PANX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pln	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Integrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-125a-3p (miRNAs w/seed CAGGUGA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nickel subsulfide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLHL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
48s	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDH13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL10A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Beta Arrestin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pantr2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GABBR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HMG20B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NuRD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FT671	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zeaxanthin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-mercaptoethanol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCIF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bicuculline/dalfampridine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DAB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ranitidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ibotenic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF-4691502	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF395	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bepridil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGAP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6-azidomethyl-1-hydroxy-3,8-dimethoxy-9,10-anthraquinone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
regorafenib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hispidulin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vasopressins	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H9 extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LY2811376	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GHRHR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBTF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPRED2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZDHHC7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF4A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OPN4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cetrorelix	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FUBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF467	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-methoxy-5-(2',3',4'-trimethoxyphenyl)-2,4,6-cycloheptatrien-1-one	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARCN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEY1-NCOA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PCCA-DT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOPX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chondroitin sulfate proteoglycan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
purvalanol A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oprozomib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Npm	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E. coli 0111:B4 peptidoglycan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUDT6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-796449	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
xanthine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAD2L2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKI AT7519	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(-)-isoproterenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKAP13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyruvic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-644	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF24TR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RASGRP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calmidazolium	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
casticin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kremezin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARHGEF28	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ropinirole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ferric citrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ropivacaine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mercuric chloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAN2C1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-661 (miRNAs w/seed GCCUGGG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC7A11-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
istradefylline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KCNJ11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL2RB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
buparlisib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
inecalcitol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF202	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRC4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ORAI3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ginkgo biloba	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GALR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF4H	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WIN 55,212-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHBDL3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OPRK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRSF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
largazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triptorelin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
REG4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SFRP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dopamine receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNX27	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASH2L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Peg3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OTX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(-)-OSU 6162	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JMJD6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Retnla	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSMC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIMP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL11RA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fluphenazine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lead acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
R-etodolac	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DDX21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RP11_115N41	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLDN9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SKI-213271	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ECT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MST1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
epoxyeicosatrienoic acid analog A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5-thio-D-glucose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHS-828	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYP2C9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Shc	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H3-3A/H3-3B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
warburgia ugandensis dimethyl carbonate extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BTG3-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF4A3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LY6H	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPID	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclothiazide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB5B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DACT3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5,8,11-eicosatriynoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRSF10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKR1C1/AKR1C2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFIIA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pinacidil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF746	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
halofuginone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPL39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MBD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LY5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-153	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-706 (miRNAs w/seed GAGAAAC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HDAC10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
geranylgeraniol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMED10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIDINS220	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ASXL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Histone h3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anti-miR-302d	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mizoribine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylnitrosourea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLCA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUDT21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(6E,8Z,11Z,14Z)-(5S)-5-hydroperoxyeicosa-6,8,11,14-tetraenoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DAND5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KN-62	N/A	N/A	N/A	N/A	0.0	N/A	N/A	N/A
